STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,EDUCATION_LEV,Education level,EXP_SOURCE,Financing source,EXP_DESTINATION,Destination of expenditure,EXPENDITURE_TYPE,Type of expenditure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,,,K,Data included in another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,,,K,Data included in another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,0,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,0,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,0,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,MEX,Mexico,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,0,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IND,India,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,3.704027,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IND,India,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IND,India,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IND,India,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IND,India,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,IND,India,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,,,O,Missing value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,0.2324037,,W,Includes data from another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,0.1706781,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,0.0875867,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,0.1946874,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,0.1128106,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S2,Rest of the world,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,0.1118875,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,SWE,Sweden,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,0.1800118,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,SWE,Sweden,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,0.1868567,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,SWE,Sweden,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,0.1817807,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,SWE,Sweden,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,0.1871249,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,SWE,Sweden,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,0.1943998,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,SWE,Sweden,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,0.18924861,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,0.8550139,,W,Includes data from another category,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,0.8019242,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,0.8303481,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,0.7717373,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,0.740744,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,PRT,Portugal,ISCED11_1T8,Primary to tertiary education,S1D_NON_EDU,Private sector (households and other non-educational private entities),INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,0.84523499,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FIN,Finland,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,5.680052,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FIN,Finland,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,5.512632,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FIN,Finland,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,5.182091,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FIN,Finland,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,5.145586,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FIN,Finland,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,5.242933,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,FIN,Finland,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,5.4414549,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,BEL,Belgium,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,5.274794,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,BEL,Belgium,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,5.275895,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,BEL,Belgium,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,5.263385,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,BEL,Belgium,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,5.244685,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,BEL,Belgium,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2019,,5.183709,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,BEL,Belgium,ISCED11_1T8,Primary to tertiary education,S13,General government,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2020,,5.6229949,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,CZE,Czechia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2015,,3.778251,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,CZE,Czechia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2016,,3.440815,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,CZE,Czechia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2017,,3.58535,,A,Normal value,0,Units,1,One,,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),Expenditure on educational institutions as a percentage of GDP,I,EXP,Expenditure on education,CZE,Czechia,ISCED11_1T8,Primary to tertiary education,_T,Total,INST_EDU,All educational institutions,DIR_EXP,Expenditure for educational institutions,_Z,Not applicable,PT_B1GQ,Percentage of GDP,2018,,4.098183,,A,Normal value,0,Units,1,One,,
